source,target,weight
0,335,1
1,124,1
2,425,1
3,128,1
3,214,1
4,3,1
4,52,1
4,126,1
5,13,1
5,29,1
5,304,1
6,93,1
7,394,1
8,183,1
9,484,1
10,32,1
10,273,1
11,62,1
11,141,1
11,214,1
11,299,1
12,215,1
12,314,1
12,363,1
13,152,1
14,450,1
14,453,1
15,25,1
15,242,1
15,508,1
16,31,1
16,329,1
16,375,1
17,172,1
17,332,1
18,121,1
19,422,1
20,211,1
20,421,1
21,0,1
22,249,1
22,301,1
23,90,1
24,266,1
24,391,1
25,180,1
26,335,1
26,481,1
27,262,1
27,270,1
27,446,1
28,59,1
28,279,1
29,151,1
29,360,1
30,149,1
31,450,1
32,42,1
32,239,1
32,401,1
33,28,1
34,329,1
34,382,1
35,118,1
35,259,1
36,419,1
37,166,1
37,208,1
38,509,1
39,298,1
39,492,1
40,87,1
40,102,1
40,208,1
40,377,1
40,431,1
41,68,1
41,388,1
42,177,1
43,62,1
43,388,1
43,428,1
43,466,1
43,478,1
44,41,1
44,267,1
45,56,1
46,198,1
46,357,1
47,146,1
47,261,1
47,271,1
47,440,1
48,297,1
48,370,1
48,447,1
48,486,1
49,40,1
49,236,1
50,25,1
50,390,1
51,326,1
52,115,1
53,64,1
53,280,1
53,416,1
54,205,1
54,422,1
55,506,1
56,295,1
57,84,1
58,304,1
58,385,1
59,174,1
60,331,1
60,475,1
61,264,1
61,391,1
62,39,1
62,53,1
62,325,1
62,372,1
63,15,1
63,354,1
64,143,1
64,197,1
65,153,1
65,444,1
66,157,1
66,233,1
67,22,1
67,112,1
67,449,1
68,56,1
68,241,1
68,323,1
69,112,1
69,130,1
70,216,1
70,413,1
71,202,1
71,406,1
72,503,1
73,85,1
73,292,1
74,81,1
74,458,1
75,11,1
75,382,1
76,171,1
77,263,1
77,472,1
78,167,1
78,261,1
79,50,1
79,200,1
80,351,1
81,119,1
81,140,1
81,165,1
82,441,1
83,230,1
83,292,1
84,19,1
85,73,1
85,320,1
86,109,1
87,80,1
87,410,1
88,48,1
88,199,1
88,285,1
89,255,1
89,309,1
89,500,1
90,209,1
90,289,1
90,374,1
91,78,1
92,379,1
92,409,1
93,111,1
93,168,1
93,274,1
93,319,1
94,469,1
95,258,1
95,273,1
96,47,1
97,186,1
97,348,1
98,137,1
98,276,1
99,438,1
100,97,1
100,227,1
101,16,1
101,410,1
101,417,1
102,317,1
103,31,1
103,92,1
103,106,1
104,332,1
104,407,1
105,196,1
105,334,1
105,477,1
105,491,1
106,114,1
106,133,1
106,398,1
106,497,1
107,286,1
107,289,1
107,434,1
107,444,1
108,75,1
109,376,1
109,389,1
110,165,1
110,436,1
111,22,1
111,240,1
111,400,1
111,466,1
112,255,1
113,44,1
113,426,1
114,345,1
114,479,1
115,134,1
115,253,1
115,448,1
116,222,1
116,435,1
117,145,1
117,224,1
118,13,1
118,132,1
118,192,1
118,395,1
119,314,1
120,103,1
120,258,1
120,490,1
121,203,1
121,336,1
121,404,1
122,193,1
123,494,1
124,283,1
124,330,1
125,72,1
126,373,1
126,397,1
127,162,1
127,427,1
128,463,1
129,47,1
129,252,1
130,41,1
130,94,1
131,104,1
131,207,1
131,342,1
132,121,1
132,131,1
132,134,1
132,256,1
132,337,1
133,432,1
134,74,1
134,221,1
135,10,1
136,311,1
137,100,1
138,401,1
138,442,1
138,493,1
139,79,1
139,190,1
140,318,1
140,483,1
140,491,1
141,280,1
142,69,1
142,316,1
143,370,1
144,90,1
144,159,1
145,460,1
146,2,1
146,249,1
147,38,1
148,339,1
149,128,1
149,359,1
149,412,1
150,71,1
150,429,1
151,218,1
152,7,1
152,452,1
153,308,1
154,97,1
154,146,1
154,286,1
155,398,1
156,187,1
156,438,1
157,488,1
158,277,1
159,66,1
159,139,1
160,278,1
160,355,1
160,367,1
160,402,1
161,156,1
162,340,1
162,457,1
163,246,1
163,350,1
164,35,1
